offence,occurrenceyear,MCI,Division,Hood_ID,Neighbourhood,Long,Lat
Assault,2016.0,Assault,D14,85,South Parkdale (85),-79.44117740000002,43.6396904
B&E,2016.0,Break and Enter,D42,116,Steeles (116),-79.314537,43.8162079
Assault,2016.0,Assault,D32,51,Willowdale East (51),-79.4006882,43.7663918
Assault,2016.0,Assault,D55,64,Woodbine Corridor (64),-79.31190490000002,43.68037800000001
Assault,2016.0,Assault,D55,70,South Riverdale (70),-79.32938390000002,43.66728970000001
Assault,2016.0,Assault,D32,37,Willowdale West (37),-79.4129028,43.7692757
Assault,2016.0,Assault,D11,88,High Park North (88),-79.4751816,43.6576347
B&E,2016.0,Break and Enter,D41,125,Ionview (125),-79.2754517,43.73331829999999
Robbery - Other,2016.0,Robbery,D14,77,Waterfront Communities-The Island (77),-79.3992767,43.6390991
Assault With Weapon,2016.0,Assault,D11,89,Runnymede-Bloor West Village (89),-79.4939041,43.6656952
B&E,2016.0,Break and Enter,D55,70,South Riverdale (70),-79.3363113,43.6619148
Assault,2016.0,Assault,D31,25,Glenfield-Jane Heights (25),-79.5136871,43.7412415
Assault,2016.0,Assault,D43,137,Woburn (137),-79.233078,43.7581863
Assault,2016.0,Assault,D11,91,Weston-Pellam Park (91),-79.4576797,43.6718102
B&E,2016.0,Break and Enter,D55,70,South Riverdale (70),-79.33419040000003,43.6724319
B&E,2016.0,Break and Enter,D22,11,Eringate-Centennial-West Deane (11),-79.5657883,43.6600075
Assault,2016.0,Assault,D22,11,Eringate-Centennial-West Deane (11),-79.5843658,43.6392059
Assault With Weapon,2016.0,Assault,D51,76,Bay Street Corridor (76),-79.3861618,43.66874310000001
Assault,2016.0,Assault,D33,45,Parkwoods-Donalda (45),-79.347229,43.7617531
Assault,2016.0,Assault,D32,51,Willowdale East (51),-79.4114532,43.7784157
Assault,2016.0,Assault,D11,93,Dovercourt-Wallace Emerson-Junction (93),-79.4464645,43.666729
Assault,2016.0,Assault,D41,122,Birchcliffe-Cliffside (122),-79.25386809999998,43.7021065
Assault,2016.0,Assault,D41,120,Clairlea-Birchmount (120),-79.275856,43.7155952
Assault With Weapon,2016.0,Assault,D14,78,Kensington-Chinatown (78),-79.3984146,43.6483269
Aggravated Assault,2016.0,Assault,D14,78,Kensington-Chinatown (78),-79.3984146,43.6483269
Assault,2016.0,Assault,D31,25,Glenfield-Jane Heights (25),-79.5129395,43.75225070000001
Assault,2016.0,Assault,D32,31,Yorkdale-Glen Park (31),-79.4478226,43.7249222
B&E,2016.0,Break and Enter,D41,119,Wexford/Maryvale (119),-79.31211090000002,43.7488365
Assault Peace Officer,2016.0,Assault,D13,96,Casa Loma (96),-79.41780849999998,43.68192670000001
Pointing A Firearm,2016.0,Assault,D42,131,Rouge (131),-79.20252990000002,43.8145599
B&E,2016.0,Break and Enter,D22,12,Markland Wood (12),-79.57436369999998,43.6375008
Assault,2016.0,Assault,D14,82,Niagara (82),-79.41197199999998,43.6420441
B&E,2016.0,Break and Enter,D41,126,Dorset Park (126),-79.2812729,43.7585335
Assault,2016.0,Assault,D53,96,Casa Loma (96),-79.4063339,43.6856651
B&E,2016.0,Break and Enter,D53,95,Annex (95),-79.3994064,43.6733589
B&E,2016.0,Break and Enter,D13,93,Dovercourt-Wallace Emerson-Junction (93),-79.44342040000002,43.6715088
Assault,2016.0,Assault,D32,36,Newtonbrook West (36),-79.4185104,43.7791405
Assault,2016.0,Assault,D51,75,Church-Yonge Corridor (75),-79.37957759999998,43.656292
Assault,2016.0,Assault,D43,123,Cliffcrest (123),-79.23242950000002,43.7251396
Robbery - Mugging,2016.0,Robbery,D42,130,Milliken (130),-79.2938309,43.8181229
Robbery - Mugging,2016.0,Robbery,D23,2,Mount Olive-Silverstone-Jamestown (2),-79.592865,43.7431145
Robbery - Mugging,2016.0,Robbery,D54,44,Flemingdon Park (44),-79.3314056,43.7183647
Discharge Firearm - Recklessly,2016.0,Assault,D54,44,Flemingdon Park (44),-79.3314056,43.7183647
Robbery - Mugging,2016.0,Robbery,D23,2,Mount Olive-Silverstone-Jamestown (2),-79.5881653,43.7463188
Assault,2016.0,Assault,D43,140,Guildwood (140),-79.18722530000002,43.7532654
Assault,2016.0,Assault,D22,13,Etobicoke West Mall (13),-79.5672531,43.6445541
Assault,2016.0,Assault,D41,121,Oakridge (121),-79.2783966,43.7057724
B&E,2016.0,Break and Enter,D14,80,Palmerston-Little Italy (80),-79.4156036,43.654953000000006
B&E,2016.0,Break and Enter,D32,50,Newtonbrook East (50),-79.412674,43.7813377
Assault,2016.0,Assault,D12,111,Rockcliffe-Smythe (111),-79.4893723,43.6769104
B&E,2016.0,Break and Enter,D53,95,Annex (95),-79.3900757,43.674221
Robbery - Purse Snatch,2016.0,Robbery,D42,130,Milliken (130),-79.3000717,43.82532120000001
Assault,2016.0,Assault,D43,137,Woburn (137),-79.2300797,43.7681885
Assault With Weapon,2016.0,Assault,D43,137,Woburn (137),-79.2300797,43.7681885
Discharge Firearm - Recklessly,2016.0,Assault,D54,54,O'Connor-Parkview (54),-79.30895229999999,43.7105293
B&E,2016.0,Break and Enter,D55,62,East End-Danforth (62),-79.2983704,43.6804314
Assault,2016.0,Assault,D41,119,Wexford/Maryvale (119),-79.2959213,43.74512100000001
Assault,2016.0,Assault,D11,88,High Park North (88),-79.452713,43.6572876
Assault,2016.0,Assault,D23,8,Humber Heights-Westmount (8),-79.5173416,43.6946144
B&E,2016.0,Break and Enter,D54,59,Danforth East York (59),-79.3420563,43.6908607
Assault,2016.0,Assault,D32,37,Willowdale West (37),-79.41557309999997,43.7797699
Assault Bodily Harm,2016.0,Assault,D51,75,Church-Yonge Corridor (75),-79.37990570000002,43.6699753
Assault,2016.0,Assault,D52,78,Kensington-Chinatown (78),-79.3934402,43.6527672
Assault,2016.0,Assault,D42,117,L'Amoreaux (117),-79.324173,43.7777443
Assault,2016.0,Assault,D41,124,Kennedy Park (124),-79.25395970000002,43.7248306
Assault,2016.0,Assault,D22,17,Mimico (includes Humber Bay Shores) (17),-79.49790949999998,43.6150284
Robbery - Purse Snatch,2016.0,Robbery,D32,26,Downsview-Roding-CFB (26),-79.4638977,43.7297554
Assault,2016.0,Assault,D14,81,Trinity-Bellwoods (81),-79.40772249999998,43.65648270000001
Assault,2016.0,Assault,D42,117,L'Amoreaux (117),-79.32199859999999,43.8025932
Assault,2016.0,Assault,D23,2,Mount Olive-Silverstone-Jamestown (2),-79.5870972,43.7536201
Assault,2016.0,Assault,D31,24,Black Creek (24),-79.5177307,43.7572365
Assault With Weapon,2016.0,Assault,D31,24,Black Creek (24),-79.5177307,43.7572365
B&E W'Intent,2016.0,Break and Enter,D55,70,South Riverdale (70),-79.3355103,43.6665306
Assault,2016.0,Assault,D14,77,Waterfront Communities-The Island (77),-79.4037628,43.6464729
B&E,2016.0,Break and Enter,D31,21,Humber Summit (21),-79.57009120000002,43.7604294
Assault,2016.0,Assault,D51,73,Moss Park (73),-79.3662109,43.6526985
Assault With Weapon,2016.0,Assault,D43,136,West Hill (136),-79.1886597,43.77474210000001
Assault,2016.0,Assault,D43,136,West Hill (136),-79.1886597,43.77474210000001
Assault With Weapon,2016.0,Assault,D41,119,Wexford/Maryvale (119),-79.3071976,43.7663269
Assault,2016.0,Assault,D42,132,Malvern (132),-79.21121219999998,43.8118591
Robbery - Other,2016.0,Robbery,D55,69,Blake-Jones (69),-79.3381882,43.672451
Assault,2016.0,Assault,D42,132,Malvern (132),-79.2098007,43.8142128
B&E W'Intent,2016.0,Break and Enter,D55,63,The Beaches (63),-79.28818509999998,43.6804276
B&E,2016.0,Break and Enter,D42,130,Milliken (130),-79.2955627,43.8045349
Robbery - Mugging,2016.0,Robbery,D51,74,North St.James Town (74),-79.3744507,43.6688728
Assault,2016.0,Assault,D13,94,Wychwood (94),-79.42536159999999,43.6750832
Assault,2016.0,Assault,D41,122,Birchcliffe-Cliffside (122),-79.2501755,43.7037735
Assault,2016.0,Assault,D31,24,Black Creek (24),-79.5177765,43.7590179
Robbery With Weapon,2016.0,Robbery,D11,88,High Park North (88),-79.4568939,43.6553993
B&E,2016.0,Break and Enter,D31,21,Humber Summit (21),-79.57069399999997,43.75848010000001
Pointing A Firearm,2016.0,Assault,D31,25,Glenfield-Jane Heights (25),-79.5080566,43.7480812
Robbery - Swarming,2016.0,Robbery,D31,21,Humber Summit (21),-79.5423813,43.7520943
Assault,2016.0,Assault,D33,42,Banbury-Don Mills (42),-79.34603879999997,43.7298737
Assault,2016.0,Assault,D43,135,Morningside (135),-79.2120209,43.7722473
Robbery - Purse Snatch,2016.0,Robbery,D11,84,Little Portugal (84),-79.437561,43.64814000000001
Assault,2016.0,Assault,D22,17,Mimico (includes Humber Bay Shores) (17),-79.4832687,43.6205139
Assault,2016.0,Assault,D43,136,West Hill (136),-79.1937714,43.7630692
Assault,2016.0,Assault,D32,31,Yorkdale-Glen Park (31),-79.4617233,43.7191887
Assault,2016.0,Assault,D32,31,Yorkdale-Glen Park (31),-79.4617233,43.7191887
Robbery - Vehicle Jacking,2016.0,Robbery,D11,83,Dufferin Grove (83),-79.43703459999998,43.6552162
Robbery - Mugging,2016.0,Robbery,D42,131,Rouge (131),-79.2109756,43.8239937
Assault With Weapon,2016.0,Assault,D51,73,Moss Park (73),-79.3710327,43.658294700000006
Assault - Resist/ Prevent Seiz,2016.0,Assault,D51,73,Moss Park (73),-79.3710327,43.658294700000006
Unlawfully In Dwelling-House,2016.0,Break and Enter,D55,62,East End-Danforth (62),-79.3001556,43.6839523
Aggravated Assault,2016.0,Assault,D55,62,East End-Danforth (62),-79.3001556,43.6839523
Assault,2016.0,Assault,D32,40,St.Andrew-Windfields (40),-79.406723,43.7441521
Assault,2016.0,Assault,D41,122,Birchcliffe-Cliffside (122),-79.2484055,43.7082901
Assault,2016.0,Assault,D42,130,Milliken (130),-79.27307890000002,43.8214722
Assault,2016.0,Assault,D11,91,Weston-Pellam Park (91),-79.46122740000001,43.6739388
B&E,2016.0,Break and Enter,D14,77,Waterfront Communities-The Island (77),-79.3988647,43.6381226
Assault,2016.0,Assault,D33,42,Banbury-Don Mills (42),-79.32756040000002,43.7266464
B&E,2016.0,Break and Enter,D43,140,Guildwood (140),-79.2016068,43.7479744
B&E,2016.0,Break and Enter,D14,95,Annex (95),-79.4059067,43.6687851
Robbery - Other,2016.0,Robbery,D43,136,West Hill (136),-79.18503570000001,43.7726097
Assault,2016.0,Assault,D51,75,Church-Yonge Corridor (75),-79.3780899,43.6526833
B&E,2016.0,Break and Enter,D55,62,East End-Danforth (62),-79.2875443,43.6866837
Assault,2016.0,Assault,D52,76,Bay Street Corridor (76),-79.3866196,43.6486397
B&E,2016.0,Break and Enter,D32,35,Westminster-Branson (35),-79.4449692,43.7722626
Unlawfully In Dwelling-House,2016.0,Break and Enter,D55,69,Blake-Jones (69),-79.342392,43.6729698
Assault,2016.0,Assault,D31,24,Black Creek (24),-79.5097809,43.7604637
Assault With Weapon,2016.0,Assault,D14,78,Kensington-Chinatown (78),-79.3983994,43.6508293
Theft From Mail / Bag / Key,2016.0,Theft Over,D32,36,Newtonbrook West (36),-79.41782380000002,43.7889824
Assault,2016.0,Assault,D13,92,Corso Italia-Davenport (92),-79.4554367,43.6769791
Assault,2016.0,Assault,D55,68,North Riverdale (68),-79.3470306,43.6666794
B&E,2016.0,Break and Enter,D43,136,West Hill (136),-79.17932890000002,43.7746811
Assault,2016.0,Assault,D42,46,Pleasant View (46),-79.3314133,43.7931099
Assault,2016.0,Assault,D22,13,Etobicoke West Mall (13),-79.5722122,43.6523972
Theft From Motor Vehicle Over,2016.0,Theft Over,D41,121,Oakridge (121),-79.28516390000001,43.6937065
Assault - Resist/ Prevent Seiz,2016.0,Assault,D55,62,East End-Danforth (62),-79.3005447,43.6884499
Assault - Resist/ Prevent Seiz,2016.0,Assault,D55,62,East End-Danforth (62),-79.3005447,43.6884499
B&E,2016.0,Break and Enter,D32,36,Newtonbrook West (36),-79.41782380000002,43.7889824
Assault Peace Officer Wpn/Cbh,2016.0,Assault,D51,74,North St.James Town (74),-79.376503,43.6664314
Assault,2016.0,Assault,D51,74,North St.James Town (74),-79.376503,43.6664314
Assault,2016.0,Assault,D51,75,Church-Yonge Corridor (75),-79.380928,43.65633010000001
Assault,2016.0,Assault,D42,118,Tam O'Shanter-Sullivan (118),-79.3079071,43.7787323
Assault,2016.0,Assault,D33,47,Don Valley Village (47),-79.3487396,43.77908710000001
Assault With Weapon,2016.0,Assault,D33,47,Don Valley Village (47),-79.3487396,43.77908710000001
Assault With Weapon,2016.0,Assault,D41,119,Wexford/Maryvale (119),-79.29882049999998,43.7289963
Robbery - Delivery Person,2016.0,Robbery,D31,24,Black Creek (24),-79.520401,43.76882929999999
B&E,2016.0,Break and Enter,D32,39,Bedford Park-Nortown (39),-79.41294859999998,43.7368546
Assault With Weapon,2016.0,Assault,D51,73,Moss Park (73),-79.3710327,43.658294700000006
B&E,2016.0,Break and Enter,D32,26,Downsview-Roding-CFB (26),-79.48204040000002,43.7463875
B&E,2016.0,Break and Enter,D51,71,Cabbagetown-South St.James Town (71),-79.36726379999998,43.6661644
Assault,2016.0,Assault,D33,46,Pleasant View (46),-79.3412628,43.7951508
Assault Bodily Harm,2016.0,Assault,D33,46,Pleasant View (46),-79.3412628,43.7951508
Assault With Weapon,2016.0,Assault,D43,137,Woburn (137),-79.2317581,43.77643970000001
Assault,2016.0,Assault,D12,115,Mount Dennis (115),-79.5040054,43.6888924
Assault With Weapon,2016.0,Assault,D42,132,Malvern (132),-79.2267532,43.811985
Assault With Weapon,2016.0,Assault,D42,132,Malvern (132),-79.2267532,43.811985
Assault,2016.0,Assault,D51,73,Moss Park (73),-79.3679428,43.6548576
Assault With Weapon,2016.0,Assault,D51,73,Moss Park (73),-79.3679428,43.6548576
Assault,2016.0,Assault,D12,28,Rustic (28),-79.5046005,43.7058296
B&E,2016.0,Break and Enter,D42,128,Agincourt South-Malvern West (128),-79.2760468,43.78593060000001
Assault,2016.0,Assault,D43,136,West Hill (136),-79.1832733,43.76758579999999
Assault With Weapon,2016.0,Assault,D32,36,Newtonbrook West (36),-79.44304659999997,43.7910843
Assault,2016.0,Assault,D51,77,Waterfront Communities-The Island (77),-79.3684921,43.6487732
B&E,2016.0,Break and Enter,D22,17,Mimico (includes Humber Bay Shores) (17),-79.4926605,43.6149826
Assault,2016.0,Assault,D54,44,Flemingdon Park (44),-79.32470699999998,43.7237015
B&E,2016.0,Break and Enter,D23,1,West Humber-Clairville (1),-79.6157455,43.7212639
B&E,2016.0,Break and Enter,D11,89,Runnymede-Bloor West Village (89),-79.49195859999998,43.6638069
B&E,2016.0,Break and Enter,D11,91,Weston-Pellam Park (91),-79.4534912,43.67115020000001
Assault,2016.0,Assault,D52,76,Bay Street Corridor (76),-79.3875809,43.6531105
Assault,2016.0,Assault,D52,76,Bay Street Corridor (76),-79.3858566,43.6608162
Assault,2016.0,Assault,D31,25,Glenfield-Jane Heights (25),-79.5168915,43.7518196
Assault,2016.0,Assault,D32,35,Westminster-Branson (35),-79.44987490000003,43.7895927
Assault,2016.0,Assault,D32,35,Westminster-Branson (35),-79.44987490000003,43.7895927
Robbery With Weapon,2016.0,Robbery,D51,75,Church-Yonge Corridor (75),-79.376564,43.6566505
B&E,2016.0,Break and Enter,D13,94,Wychwood (94),-79.4250565,43.6801109
Assault,2016.0,Assault,D23,1,West Humber-Clairville (1),-79.6002045,43.7501869
Crim Negligence Bodily Harm,2016.0,Assault,D31,26,Downsview-Roding-CFB (26),-79.5132217,43.7393913
Robbery With Weapon,2016.0,Robbery,D41,121,Oakridge (121),-79.2801895,43.6961288
Assault,2016.0,Assault,D14,79,University (79),-79.4102478,43.6626701
B&E,2016.0,Break and Enter,D43,139,Scarborough Village (139),-79.2183304,43.73764420000001
B&E W'Intent,2016.0,Break and Enter,D55,64,Woodbine Corridor (64),-79.3159332,43.6784134
Discharge Firearm - Recklessly,2016.0,Assault,D55,70,South Riverdale (70),-79.35195920000002,43.6601372
Theft Over - Bicycle,2016.0,Theft Over,D32,51,Willowdale East (51),-79.4097061,43.76711270000001
Assault,2016.0,Assault,D14,85,South Parkdale (85),-79.4273758,43.6389618
Assault With Weapon,2016.0,Assault,D13,109,Caledonia-Fairbank (109),-79.46054840000002,43.689003
Assault,2016.0,Assault,D23,7,Willowridge-Martingrove-Richview (7),-79.56098940000003,43.6847458
Assault,2016.0,Assault,D42,130,Milliken (130),-79.25291440000002,43.8108559
Assault,2016.0,Assault,D22,19,Long Branch (19),-79.5308228,43.5977631
B&E,2016.0,Break and Enter,D41,125,Ionview (125),-79.27705379999998,43.72772979999999
Discharge Firearm With Intent,2016.0,Assault,D23,4,Rexdale-Kipling (4),-79.5690613,43.72668839999999
Aggravated Assault,2016.0,Assault,D23,4,Rexdale-Kipling (4),-79.5690613,43.72668839999999
Assault,2016.0,Assault,D14,85,South Parkdale (85),-79.4252853,43.6408386
Administering Noxious Thing,2016.0,Assault,D14,85,South Parkdale (85),-79.4252853,43.6408386
Assault,2016.0,Assault,D43,136,West Hill (136),-79.1886597,43.77474210000001
Assault,2016.0,Assault,D43,136,West Hill (136),-79.1886597,43.77474210000001
B&E,2016.0,Break and Enter,D32,34,Bathurst Manor (34),-79.4621353,43.7673836
B&E,2016.0,Break and Enter,D54,67,Playter Estates-Danforth (67),-79.3570709,43.678215
Assault With Weapon,2016.0,Assault,D14,95,Annex (95),-79.4081345,43.6711769
B&E,2016.0,Break and Enter,D42,118,Tam O'Shanter-Sullivan (118),-79.30725859999998,43.777504
Unlawfully In Dwelling-House,2016.0,Break and Enter,D42,118,Tam O'Shanter-Sullivan (118),-79.30725859999998,43.777504
Assault,2016.0,Assault,D11,86,Roncesvalles (86),-79.4441757,43.6399727
Assault,2016.0,Assault,D55,64,Woodbine Corridor (64),-79.3113098,43.6697388
B&E,2016.0,Break and Enter,D32,105,Lawrence Park North (105),-79.4122543,43.7331505
Assault,2016.0,Assault,D41,122,Birchcliffe-Cliffside (122),-79.25386809999998,43.7021065
Assault,2016.0,Assault,D32,37,Willowdale West (37),-79.41729740000002,43.7784004
Robbery - Other,2016.0,Robbery,D52,77,Waterfront Communities-The Island (77),-79.3768387,43.6411552
Assault,2016.0,Assault,D43,139,Scarborough Village (139),-79.2202072,43.7359428
Assault,2016.0,Assault,D42,131,Rouge (131),-79.18962859999998,43.8030052
Assault,2016.0,Assault,D13,107,Oakwood Village (107),-79.43862920000002,43.6897545
Assault With Weapon,2016.0,Assault,D51,75,Church-Yonge Corridor (75),-79.37737270000002,43.6478462
Assault Bodily Harm,2016.0,Assault,D51,75,Church-Yonge Corridor (75),-79.37737270000002,43.6478462
Assault,2016.0,Assault,D23,2,Mount Olive-Silverstone-Jamestown (2),-79.58268740000003,43.7383919
Robbery - Swarming,2016.0,Robbery,D41,124,Kennedy Park (124),-79.2644882,43.7240944
Assault,2016.0,Assault,D55,70,South Riverdale (70),-79.3529205,43.6638794
B&E,2016.0,Break and Enter,D14,95,Annex (95),-79.40647890000002,43.6700783
B&E,2016.0,Break and Enter,D51,73,Moss Park (73),-79.35697940000001,43.6563835
Administering Noxious Thing,2016.0,Assault,D41,120,Clairlea-Birchmount (120),-79.2959824,43.7087784
Assault,2016.0,Assault,D14,79,University (79),-79.4074707,43.6659164
Robbery - Mugging,2016.0,Robbery,D41,138,Eglinton East (138),-79.2632675,43.7410698
Assault,2016.0,Assault,D14,77,Waterfront Communities-The Island (77),-79.3980026,43.6394043
Unlawfully In Dwelling-House,2016.0,Break and Enter,D22,20,Alderwood (20),-79.53591920000002,43.6061821
B&E,2016.0,Break and Enter,D54,59,Danforth East York (59),-79.3420563,43.6908607
Assault,2016.0,Assault,D41,125,Ionview (125),-79.26924129999998,43.7352943
Assault,2016.0,Assault,D51,73,Moss Park (73),-79.36754609999998,43.663208
B&E,2016.0,Break and Enter,D42,130,Milliken (130),-79.2842026,43.828289
Assault,2016.0,Assault,D31,25,Glenfield-Jane Heights (25),-79.51924129999998,43.7528725
Robbery With Weapon,2016.0,Robbery,D43,127,Bendale (127),-79.24542240000002,43.7555504
Assault,2016.0,Assault,D32,37,Willowdale West (37),-79.41971590000001,43.7772598
Assault,2016.0,Assault,D31,27,York University Heights (27),-79.5013275,43.76481629999999
Assault Bodily Harm,2016.0,Assault,D22,17,Mimico (includes Humber Bay Shores) (17),-79.5090179,43.6182251
Assault,2016.0,Assault,D33,42,Banbury-Don Mills (42),-79.34588620000002,43.7463531
Robbery With Weapon,2016.0,Robbery,D33,47,Don Valley Village (47),-79.355278,43.7816887
Robbery - Mugging,2016.0,Robbery,D41,120,Clairlea-Birchmount (120),-79.280777,43.7167435
Assault,2016.0,Assault,D51,75,Church-Yonge Corridor (75),-79.3845978,43.6649399
B&E,2016.0,Break and Enter,D55,65,Greenwood-Coxwell (65),-79.3255157,43.6676483
Assault,2016.0,Assault,D51,72,Regent Park (72),-79.3662872,43.6601143
Robbery - Mugging,2016.0,Robbery,D41,120,Clairlea-Birchmount (120),-79.280777,43.7167435
Assault,2016.0,Assault,D14,77,Waterfront Communities-The Island (77),-79.40009309999998,43.644455
